MessageID,MessageType,MessageBody,Timestamp
"1127","recieved","i just wanna make sure i dont get there and this kids nowhere to be found","1333137072"
"1319","sent","Girl put in work yee","1347377776"
"1559","sent","s","1353095922"
"478","sent","yee","1323662378"
"1847","sent","","1366928832"
"1703","sent","what is your interest?","1359668170"
"93","recieved","Yea I'm on my phone and u woke me up lol cuz the fb app is fucked up on this iPhone. Ima holla jutro ","1308729655"
"430","recieved","I'm thinking of doing that","1323661908"
"861","sent","chick is OMFG","1328590689"
"1126","recieved","u let him know im gonna be calling tho right?","1333137055"
"1558","sent","i just need 100 business graphics/advertisements to put into a computer program and create a model for telling business graphics apart from regular, camera-taken picture","1353095921"
"1702","sent","i could get you in contact with him","1359668168"
"477","recieved","iiight","1323662366"
"1846","sent","Lol idk mayne","1366928829"
"1318","recieved","","1347341686"
"1125","recieved","aight","1333137048"
"92","sent","nice","1308729570"
"429","recieved","damn thats sick","1323661904"
"1317","recieved","im dippin txt me if u need me","1344612869"
"1557","recieved","what do u exactly need my designs for","1353095594"
"1701","sent","Dan Burtan","1359668163"
"860","sent","song sucks but vid is decent","1328590685"
"1845","sent","Dating this hot bitch tho","1366928374"
"1124","sent","if he has extra hell let you know","1333137033"
"91","recieved","Sleeping","1308729434"
"476","sent","test it out on 0 and see","1323662365"
"1316","sent","yeah i was thinking asus","1344612844"
"1556","recieved","explain that in words id understand","1353095588"
"1700","recieved","whos in charge of ragetracks","1359667580"
"859","sent","http://www.youtube.com/watch?v=-BATYcf_7FA&feature=plcp&context=C3c9675fUDOEgsToPDskLSW8pRDKR7T3d_9xVbM8YL","1328590681"
"1844","recieved","dafuq","1366928366"
"1123","sent","nope","1333137013"
"90","sent","whattup","1308729158"
"475","sent","you can set it to 0 (ie infinity) but it could chock the connection","1323662357"
"1315","recieved","and if u have to buy pc buy asus","1344612836"
"1555","sent","i'm training a linear regression model to discriminate between images","1353095534"
"1699","sent","http://www.youtube.com/watch?v=P7ddwBTxow0","1359662306"
"858","sent","if you guys do decent on first video i can try to hook up this kid to do second vid","1328590681"
"1843","sent","We all call him pedal","1366928358"
"1122","recieved","hope hes got some for tonight","1333136809"
"89","sent","tomo after 11","1308631899"
"474","recieved","I'm on it now i love this thing","1323662331"
"1314","sent","nie mam $$$$","1344612834"
"1554","sent","like, advertisements etc","1353095519"
"1698","sent","put this shit on a tshirt","1359662305"
"857","recieved","that chick = <3","1328590679"
"1842","sent","No it's karol","1366928347"
"1121","sent","hes got a google number for texting lol","1333136796"
"88","sent","back","1308628191"
"473","sent","oh nice","1323662329"
"1313","recieved","buy a mac ","1344612825"
"1553","recieved","co to znaczy","1353095443"
"1697","sent","lol muggin","1359662286"
"856","sent","lol yee thats the best","1328590661"
"1841","recieved","is that kids last name seriously pedałus?","1366928013"
"1120","sent","he got caught up in the ecstasy trade","1333136789"
"87","sent","brb shower","1308627392"
"472","recieved","and no i bought it legit","1323662324"
"426","sent","ive done that shit, but i do low level now","1323661877"
"428","sent","i know java too, sql, some other shit","1323661899"
"1216","sent","i love you broski no homo","1335333268"
"424","recieved","u do java or what?","1323661863"
"735","recieved","voygraphics.com","1327467268"
"1504","recieved","im going to sleep","1349158654"
"1624","recieved","im always in","1355166284"
"615","recieved","damn","1323667538"
"1408","recieved","i sent u 3 files","1347600331"
"425","sent","yeah dude im computer engineer major","1323661868"
"1023","sent","honestly, you can walk up anywhere and just drink though lol","1330497884"
"326","recieved","is it cold down there","1319307220"
"427","sent","C, assembly, etc","1323661883"
"567","recieved","but now i don't fuck around","1323667135"
"1215","sent","im having breakfast with president komorowski next month whats good","1335333142"
"734","sent","...","1327467266"
"302","sent","yoyo","1319306853"
"1503","sent","he sent you some shit over knock out those quotes","1349158633"
"1623","sent","You want in?","1355166259"
"614","sent","hes here at 26 doin a degree","1323667528"
"1407","recieved","ur making no sense","1347600328"
"1022","recieved","o man","1330497878"
"325","recieved","im sleeping at izas most likely","1319307161"
"566","recieved","yea dude i got lucky","1323667126"
"1214","recieved","good","1335333081"
"733","recieved","people could inquire about tuning a whole school","1327467266"
"301","recieved","yo ","1319306843"
"1502","sent","gosc is loaded","1349158151"
"1622","sent","Imma start an llc","1355166255"
"613","sent","i mean, i know a kid, he stopped going to loyola his sophmore year","1323667521"
"1406","recieved","i made the small one rgb","1347600294"
"1021","sent","im buyin a couple handles too just for shits","1330497861"
"324","recieved","yea fo sho ima hit u up when i get there","1319307150"
"565","sent","ur lucky best buy never called walgreens","1323666970"
"1213","sent","so we're destroying hsi ass","1335333066"
"732","sent","voygraphics should get a website","1327467261"
"300","sent","brb gonna go drink","1319166387"
"1501","sent","naw he'll give you $$","1349158128"
"1621","recieved","he is","1355166228"
"612","sent","prolly","1323667509"
"1405","sent","we gonna post both up","1347600293"
"1020","recieved","CRAY CRAY","1330497836"
"323","sent","ill see you tonight then","1319307136"
"564","sent","lol","1323666932"
"1212","sent","bro, my current co-chair is whipped to shreds and is running with his new girlfriend","1335333059"
"731","recieved","and a website","1327467248"
"299","recieved","Lol","1319166146"
"1500","recieved",".....","1349157965"
"1620","recieved","of course","1355166227"
"611","recieved","i think its too late for that now man","1323667504"
"1404","recieved","why do u need a rgb ","1347600280"
"1019","sent","day after i got a birthday party too","1330497829"
"322","sent","yeah get it","1319307130"
"563","sent","""thats cool man, yeah tahts nice, you movin up""","1323666931"
"1211","recieved","and if u dont win youre a bitch","1335333038"
"730","sent","tweet out to john mayer and shit","1327467244"
"298","sent","lol i havnt been to one even","1319165900"
"1499","sent","he'll email you","1349157913"
"1619","sent","Hes 1337","1355166203"
"610","sent","youre all like ""naw that shits gay, imma stay in chicago and try to live the pierogi dream""","1323667502"
"1403","recieved","u think youre dealing with an ameteur?","1347600276"
"1018","sent","we got two kegs at my place, 309, my nigguh djordjes place, some other shit","1330497821"
"321","recieved","and then im off and away","1319307127"
"562","recieved","lmao","1323666879"
"1210","recieved","launch it hard as fuck","1335333030"
"729","recieved","he should","1327467242"
"297","recieved","I love the girls at u of I","1319165891"
"1498","sent","i think he's down for that","1349157910"
"1618","sent","Or piotrs gonna try to fux with it first","1355166198"
"609","sent","i told you bro","1323667486"
"1402","sent","can you render that in rgb for me too?","1347600270"
"1017","recieved","nigga u got some parties lined up for me for unofficial","1330497787"
"320","recieved","yea but ima get going i gotta pack shit up run some errands","1319307120"
"561","recieved","then i got fired","1323666878"
"1209","sent","tomorrow this shit is launching","1335333023"
"728","sent","piotr should get a twitter","1327467233"
"296","recieved","I wanna go to a illini football game","1319165885"
"1497","sent","talk to julian maybe he'll let you use his decks","1349157817"
"1617","sent","Apple care ftw","1355166183"
"608","recieved","or anywhere to move out on campus","1323667449"
"1401","sent","okay","1347600265"
"1016","sent","alright","1330101558"
"319","sent","nice","1319307108"
"560","recieved","lmao fuck you you fell for that when i told you about walgreens","1323666876"
"1208","sent","you the shit baby girl","1335333017"
"727","recieved","yes","1327467098"
"1496","recieved","and stop being a big bitch","1349157802"
"1616","sent","My friend picked it up and didnt check shift key like retard","1355166171"
"607","recieved","im so mad i didn't go to urbana when i had the chance","1323667442"
"206","sent","lol yeah, its good to be optimistic","1313385493"
"1400","recieved","ya","1347600261"
"1015","recieved","meh ","1330101544"
"318","sent","nice","1319307099"
"559","sent","pretty soon theyll put you in corporate","1323666817"
"1207","sent","fshooooo","1335333014"
"726","sent","that shit i gave you was like, okay","1327466855"
"294","sent","lol you love u of i too much","1319165873"
"1495","recieved","you should hook me and optix up","1349157799"
"1615","sent","But laptop is in chi","1355166150"
"606","sent","i feel like im not doing shit either","1323667431"
"205","recieved","if someone invented it im sure i can learn it","1313385472"
"1399","sent","is the first one cmyk?","1347600256"
"1014","sent","im gonna go to sams club and pick up a case of skyy for 20 a peice, you want in on it?","1330101532"
"317","recieved","so many hot girls though","1319307082"
"558","sent","damn look at you","1323666801"
"1206","recieved","wtf","1335332996"
"293","recieved","Damn. I think I'll be down there this weekend.","1319165860"
"1494","sent","LOL fuck barn dance i aint doing shit for this club anymore","1349157787"
"1614","sent","Yeah theres one","1355166149"
"605","recieved","these kids meeting rappers and shit","1323667426"
"204","recieved","dude a fucking person invented all these codes","1313385459"
"1398","sent","wait","1347600252"
"1013","sent","lol fshoooo","1330101501"
"316","recieved","last night was fucked up went to a party smoked a lot too","1319307075"
"557","recieved","tell your roommate that i sold two macbook air's to jonathan toews yesterday","1323666775"
"1205","recieved","just press download","1335332994"
"724","recieved","im high as shit","1327466828"
"292","sent","shit was gay as hell and my shits all covered in mud","1319165836"
"1493","recieved","i no longer will accept a handle and two tickets","1349157779"
"1613","recieved","is there even one in chambana","1355166130"
"604","recieved","i feel like I'm not doing shit","1323667420"
"203","sent","shit is tough","1313385437"
"1397","sent","<3","1347600202"
"75","sent","dada life plugin release","1307220739"
"1012","recieved","yeeee","1330101486"
"315","sent","i was smokin some medicinal shit fucked me up","1319307052"
"556","sent","my roommate goes nuts for that shit","1323666702"
"1204","recieved","that is full","1335332990"
"723","recieved","not fuckin around","1327466826"
"291","sent","vs pink shit just ended w/ cudder and girl talk","1319165825"
"1492","recieved","just fyi, if you doing next barn dance ","1349157773"
"1612","recieved","go in apple store and start crying","1355166124"
"603","sent","coolest dude ever","1323667414"
"202","sent","fshooo, gl","1313385434"
"1396","sent","<e","1347600200"
"74","sent","naw not even","1306120544"
"1011","sent","u still comin unofficial?","1330101481"
"314","recieved","lol","1319307028"
"555","sent","a lil bit, i know hawks been suckin","1323666693"
"1203","sent","email me full q","1335332983"
"722","sent","these pics are cool though","1327466735"
"290","sent","uhh idk","1319165813"
"1491","sent","lol i feel you","1349157769"
"1611","sent","But it runs perfect otherwise so I'm very confident","1355166111"
"602","sent","lol, hes the shit dude","1323667410"
"201","recieved","i wanna get this right myself","1313385341"
"1395","recieved","later","1347600190"
"73","recieved","Thats your thing","1306120407"
"1010","recieved","nice","1330101480"
"313","sent","i found my drivers liscense at least so its straight","1319306960"
"554","recieved","ey u watch hockey at all","1323666658"
"1202","recieved","good","1335332974"
"721","sent","howd you know","1327466731"
"289","recieved","yo is there anything going down this weekend at u of i? football games? anything school relatedd?","1319135411"
"1490","sent","his name is julian, he's my romanian nigguh","1349157765"
"1610","sent","Oh sry","1355166093"
"601","recieved","im jealous","1323667400"
"200","recieved","no fuck asians i hate them","1313385336"
"1394","sent","the online one is priceless get some sleep","1347600182"
"72","recieved","Thats your thing","1306120407"
"1009","sent","imma be in chi for the weekend","1330101476"
"312","sent","yeah","1319306950"
"553","recieved","lmao","1323666640"
"1201","sent","this is goin everywhere","1335332970"
"720","recieved","u high as fuck","1327466705"
"288","sent","wussup baby","1318182150"
"1489","recieved","im not working for free anymore","1349157757"
"1609","sent","If there's water damage causing that key to fuck up imma murder this kids family","1355166088"
"600","recieved","sick as fuck","1323667399"
"199","sent","kkk","1313385327"
"1393","sent","fuck it haha","1347600174"
"71","sent","you suck his dick","1306119905"
"1008","recieved","ayo","1330101464"
"311","recieved","aint that a bitch","1319306945"
"552","sent","but i cant find it","1323666384"
"1200","sent","crazy as fuck","1335332967"
"719","sent","lol im just fuckin","1327466697"
"287","recieved","Fo sheeezy","1317861089"
"1488","sent","fsho","1349157755"
"1608","recieved","i work at bby... i know how much things are","1355166073"
"599","recieved","thats sick as fuck man","1323667396"
"198","sent","if you get bad errors ill throw it to an asian","1313385324"
"1392","recieved","its meant to be plain and simple","1347600155"
"70","recieved","I had a beer with armin last night ","1306118579"
"1007","sent","yo nig","1330101418"
"310","sent","i though i lost both my IDs last night","1319306936"
"551","sent","""niggas with parasols""","1323666381"
"1199","sent","HAHAHHAhAH","1335332963"
"718","sent","yo van gough wanna make me a bar crawl t shirt?","1327466693"
"286","sent","fshoo, just give piotrus a holler","1317861057"
"1487","recieved","ill take a look at his email and quote him","1349157746"
"1607","sent","Not at all, last year I wouldve paid 2800","1355166057"
"598","sent","asap just got 2 mil for himself and 3 more to start his own label","1323667381"
"197","recieved","if i make it live ill send u link","1313385322"
"1391","recieved","for what?","1347600149"
"69","recieved","I had a beer with armin last night ","1306118579"
"1006","sent",":(","1329947078"
"309","sent","fuck man","1319306928"
"550","sent","i saw a really good one","1323666374"
"1198","recieved","CZUJESZ TO CZY CO","1335332456"
"717","recieved","nizeeee","1327116319"
"285","recieved","Tomorrow around 7-8 let your famo know","1317861044"
"1486","sent","its not very elaborate","1349157738"
"1606","recieved","thats not a bad deal","1355166039"
"597","sent","lol","1323667370"
"196","sent","fsho gl niggy!","1313385313"
"1390","sent","can you put uofizagloba.com on the fb flyer?","1347600120"
"68","sent","my buddy got the hookup to dr p/flux pavilion so im goin to that one for sure.","1306118158"
"1005","recieved","dunno","1329947071"
"308","sent","o i c","1319306919"
"549","recieved","http://a5.sphotos.ak.fbcdn.net/hphotos-ak-ash4/380522_10150443273362570_682282569_8490775_261477304_n.jpg","1323666264"
"1197","recieved","kurwa","1335332452"
"716","sent","k ill wake and bake then","1327116260"
"284","sent","yo, you still pickin up my laundry?","1317860999"
"1485","sent","quick 50$?","1349157729"
"1605","sent","Lol","1355166039"
"596","sent","so?","1323667368"
"195","recieved","ok i g2g learn codez n stuffffz","1313385304"
"1389","sent","but oh shit","1347600111"
"67","recieved","Meh maybe","1306112523"
"1004","sent","whats name of imstrumental im jw","1329947052"
"307","recieved","and its izas bday","1319306905"
"548","sent","next thing you know me and piotr are leading a company, hiring half of polonia","1323666230"
"1196","recieved","","1335331947"
"715","recieved","yes","1327116249"
"283","recieved","fuck u","1317703338"
"1484","sent","kurwa idk","1349157711"
"1604","recieved","dude i got so much apple shit within the last year its ridic","1355166032"
"595","recieved","and asap is a buncha coke dealers","1323667363"
"194","recieved","lol","1313385293"
"1388","sent","it'll go live tomo :D","1347600097"
"66","recieved","Meh maybe","1306112522"
"1003","sent","kurwa remaster","1329944989"
"1195","recieved","","1335331935"
"547","sent","i need top notch though, none of this club kid shit","1323666209"
"191","sent","http://a7.sphotos.ak.fbcdn.net/hphotos-ak-ash2/61050_444137033150_648003150_5098525_5139244_n.jpg","1313385260"
"714","sent","lol you comin tomorrow morning?","1327116222"
"306","recieved","we surprising bitches","1319306902"
"1387","sent","alright homie i love it","1347600084"
"1603","sent","I only paid 1300 too","1355166031"
"594","recieved","its all wordpressed","1323667356"
"193","sent","lmaoooooo","1313385269"
"1483","recieved","how much does he have to spend","1349157704"
"1194","recieved","u ready","1335331919"
"1002","recieved","instrumentals are from some rock song","1329944975"
"305","sent","why u keepin dl","1319306869"
"546","recieved","and I'm gonna design the packaging","1323666179"
"190","recieved","no","1313385238"
"65","sent","you comin to avicii?","1306109633"
"713","recieved","lol fuck u","1327116197"
"281","sent","moze cos ci sie udalo","1317703290"
"1386","sent","lmaooooooooo that last one is awesome","1347600081"
"1602","sent","Imma pimp this shit out yee","1355166018"
"593","sent","https://fbcdn-sphotos-a.akamaihd.net/hphotos-ak-ash4/386938_1600851701658_1247010928_31581551_1174677163_n.jpg","1323667346"
"192","sent","youre gonna have to step up your game","1313385268"
"1482","sent","but he needs a flyer to attract promoters to hire","1349157688"
"1193","recieved","HOLD UP","1335331329"
"1001","sent","mastering is decent as fuck i just needs punchier bass","1329944947"
"304","sent","lol i didnt tell noone","1319306865"
"545","recieved","fucking genius","1323666171"
"189","sent","you see last years flyer?","1313385234"
"64","recieved","Amazing","1306107629"
"712","sent","yo wojtek get over here","1327116178"
"282","recieved","lmao","1317703337"
"1385","recieved","unless u want it next week","1347600056"
"1601","recieved","get on my level","1355166012"
"592","sent","my serbian nigguh","1323667345"
"170","sent","i hate web design, that shits a bitch and a half","1313385000"
"1481","sent","he's djing barn dance","1349157675"
"1192","sent","or make it Tomasz","1335331321"
"1000","sent","i like it","1329944915"
"303","recieved","be quiet about me coming to u of i cuz no one knoez","1319306854"
"544","sent","imma just make midi controllers with piotr and market them, making $$$$$$$$$$$$$","1323666160"
"188","sent","fsho i got you","1313385230"
"63","recieved","Amazing","1306107629"
"280","sent","design doesnt look half bad","1317703279"
"279","recieved","Yeeeeeeeeee boiiiiiiiiiiiiiiiiiiiiiii","1316665062"
"1312","sent","yo im in the market for a laptop pc","1344612788"
"169","sent","lol gl","1313384992"
"927","recieved","does it start friday","1329379654"
"171","sent","i rather code SQL that tackle that bullshit","1313385011"
"185","sent","loyola","1313385164"
"471","recieved","wouldn't it make sense to make dl speed as much as i can so like 99999","1323662320"
"1840","sent","real nigguh real bitch","1366855286"
"187","recieved","ill make it just holla when u have details and how u want it to look and shit","1313385216"
"38","sent","http://usershare.net/DailyTunez/f969kpdja4r0","1279484519"
"183","sent","im gonna get it legit printed and pass em out all over campus","1313385162"
"186","sent","etc","1313385165"
"1768","sent","hahaha niceeeee","1360876820"
"1311","recieved","no","1339373906"
"168","recieved","my heads about to explode","1313384979"
"926","sent","you comin?","1329379650"
"423","recieved","really?","1323661859"
"184","sent","uic","1313385163"
"1839","recieved","so are you","1366854591"
"162","sent","nice man we gonna turn this kid into a polonia star","1312345216"
"37","recieved","Sexy ","1277534985"
"179","recieved","vgfx re-animation","1313385069"
"182","sent","make me flyer, ill give you details next week","1313385149"
"1767","recieved","i took a buncha acid and thats what i ended up with","1360876812"
"1310","sent","shits crazy","1339373858"
"167","recieved","im learning html and css and all bullshit now","1313384975"
"925","recieved","ey for unofficial","1329379645"
"422","sent","all day every day","1323661852"
"174","recieved","ima buy some server space in like a hour or two","1313385040"
"469","sent","dl, 800","1323662281"
"1838","sent","lana del rey is a fake ass ho tho","1366852896"
"161","recieved","im makin buncha promo shit","1312345179"
"36","sent","http://www.youtube.com/watch?v=8RVKLcaIAE8&feature=player_embedded","1277526593"
"178","sent","what you makin?","1313385055"
"181","recieved","yea","1313385116"
"1766","recieved","thanks nig nag","1360876803"
"1309","sent","you know kosciuszko was a low key abolitionist?","1339373855"
"166","sent","you get that cs5 swagg?","1313384954"
"924","sent","hahah fshooo","1329379641"
"421","recieved","wtf u doing on linux u programming?","1323661842"
"173","recieved","i already bought out my domain","1313385028"
"468","sent","up, 30","1323662273"
"1837","sent","http://www.youtube.com/watch?v=M1RDT-uJEcI","1366693843"
"160","recieved","mike is straight","1312345171"
"35","recieved","sexxxxy","1275393319"
"177","sent","lol wtf","1313385053"
"180","sent","you comin for barn dance?","1313385098"
"1765","sent","nice album art","1360876796"
"1308","sent","peace","1337577746"
"165","recieved","ye","1312346180"
"923","recieved","have fun nigga","1329379639"
"420","sent","im on linux, lemme look up the menus real quick","1323661827"
"172","recieved","ill fucking get it","1313385023"
"467","recieved","so what should i put as UP/DL","1323662263"
"1836","sent","yo nigguh oldschool throwback","1366693841"
"159","sent","mastering is mastering","1312345155"
"34","sent","go email prydz ask him when this is being released:http://www.youtube.com/watch?v=YeJqdrM0AZs&feature=related","1275375063"
"176","recieved","make my site live in 3-4 hours","1313385048"
"83","sent","kkkk","1308627125"
"1764","sent",":(","1360635400"
"1307","sent","lol, either way you'll do good","1337577744"
"164","sent","thankfully we got a studio technician","1312345255"
"922","recieved","dont ever doubt me nigga","1329379631"
"419","sent","oh, that encryption bullshit","1323661819"
"84","recieved","When u free rider","1308627335"
"466","sent","thats why its p2p","1323662249"
"1835","recieved","Kup mi ziom","1366299623"
"33","sent","ff to 11:52http://soundcloud.com/zelenka101/alex-zelenka-mini-mix-for-mixed-in-key-contest(you can download)same artist as track:http://www.trifonic.com/audio/Love%20Lockdown%20(TRIFONIC%20REMIX).mp3","1271231065"
"175","sent","wojtekpanek.com.pl?","1313385043"
"82","recieved","I'll let u kno when I'll come thru","1308627118"
"1763","recieved","no","1360635393"
"1306","recieved","im crossing my fingers","1337577725"
"163","sent","nicks beats are good he just needs work on mixing/mastering","1312345248"
"921","sent","imma go do some engineering, peace","1329379625"
"418","recieved","long story short i got a mac and now i need creative suite. i downloaded utorrent and i remember you always told me a way to change your ip address and shit and i totally forgot how to do that stuff","1323661793"
"465","sent","youll be uploading as you download","1323662238"
"1762","sent","do you have a good polish eagle stencil art?","1360635353"
"32","sent","this is good shit:http://limelinx.com/files/ce77f51c11d33ef1017a74b6c049d36dhttp://www.mediafire.com/?ddmdhjhmqjdhttp://www.zshare.net/audio/52604413b0abbe6b/http://www.filestube.com/321468bf3688fbf103ea,g/Kid-Cudi-Ft-Collie-Buddz-Day-N-Nite-Remix-HotNewHipHop-com.htmlhttp://www44.zippyshare.com/v/88906279/file.htmlhttp://www.sendspace.com/file/vcecxjhttp://armedsnobbery.blogspot.com/2010/02/in-da-club.html (OG EDIT)http://sonicerightnow.blogspot.com/2010/02/wats-rusko.htmlhttp://www.4shared.com/file/120438723/364e86ba/kid_cudi-Switchin_Lanes.html?s=1http://www.4shared.com/file/89696887/b10b4cb0/Kid_Cudi_-_09_Freestyle_-MIXTA.html?s=1this is ok..:http://musicforperfectpeople.wordpress.com/2010/03/11/download-la-roux-%E2%80%93-bulletproof-hyper-crush-remix/http://www.4shared.com/file/235220586/36ddbf6f/04-ludacris-everybody_drunk_fe.html?s=1http://www.4shared.com/file/114061062/74d3c4b1/_wwwsouthernstylebeatzcom__-_I.html?s=1","1268973875"
"78","recieved","im guessing the best thing to do would be to delete some .dll files so it wont let adobe see my programs","1308607992"
"86","sent","i might be smokin blunts tho","1308627390"
"1834","sent","tylko 79 zł","1366299599"
"1305","sent","gl niggy, i gotta go to sleep and wake up tomorrow","1337577719"
"920","sent","yeah its nice bro, good work","1329379620"
"417","sent","whatttup?","1323661716"
"464","sent","itll slow down your download a lil but at least you can use fb and shit in the meantime","1323662228"
"1761","sent","oh shit holla later","1360531231"
"31","sent","http://truetosound.net/music/2300-blame-moam-fred-falke-viking/if you have it already, then fuck youif not, ur welcome","1253154310"
"77","recieved","i need help cracking adobe's creative suite master pack cs5, i have a keygen and it works but im guessing after photoshop is running for a little it communicates with their servers and blocks it i googled my ass off couldnt really find anything and im scared to download some b.s. torrent cracks that will fuck my pc up. ","1308607954"
"85","sent","tomo after 11","1308627385"
"1833","sent","http://tabaskoshop.pl/foto/med/bf2d433e5538396189c1c02948df23b8.jpg","1366299589"
"1304","recieved","i dont wanna jinx it","1337577719"
"919","recieved","u like ur brothers biz cards?","1329379611"
"416","sent","ho ho ho","1323661708"
"81","sent","yeah come on over","1308627045"
"463","recieved","but I'm not uploading anything","1323662227"
"1760","recieved","I'm at the autoshow bro","1360531224"
"30","sent","tnx sounds like a plan","1250659677"
"76","sent","d","1307220741"
"79","sent","lol nigga bring that shit by me ill knock it out in 5 mins","1308626850"
"1832","sent","for u ","1366299588"
"1303","sent","so that makes up the $1000","1337577708"
"918","recieved","DEUCES NIGGA IM GOING TO SLEP","1329379606"
"415","recieved","yo yo yo","1323661679"
"80","recieved","Ight niggga","1308626985"
"462","sent","change the upload speeds at least","1323662216"
"1759","sent","i know it's some shit they just pulled from offline","1360531222"
"29","recieved","hoekay once i have time ill knock it out","1250659411"
"1831","sent","https://soundcloud.com/bryantheuploader/taiki-nulight-rising-up","1366297057"
"1302","sent","first 2 win shit, plus i think you'll get editors pick","1337577699"
"917","recieved","lol","1329379599"
"414","recieved","Your girlfriends late","1323571859"
"461","recieved","if i don't touch upload / download speeds will that mattter","1323662200"
"1758","sent","idk wheere to look even","1360531209"
"28","sent","no print just cover.","1250659296"
"1830","recieved","fuck being polite","1366296120"
"1301","sent","yeah, its w/e","1337577689"
"916","sent","LOL hipster lookin ass","1329379477"
"413","sent","you late as hell on that drake song","1323571442"
"460","sent","thats it i think","1323662170"
"1829","recieved","im going wild for the night","1366296118"
"27","recieved","print or no print?","1250657910"
"1757","sent","https://sphotos-a.xx.fbcdn.net/hphotos-prn1/582300_3267398129904_1279971438_n.jpg","1360531206"
"1300","recieved","now if i could only get back to 1st","1337577673"
"915","recieved","huh","1329202704"
"412","recieved","do it","1323237724"
"459","sent","we dont want no legacy motherfuckers","1323662141"
"1828","sent","so are you","1366296085"
"26","sent","Title: ONE NIGHT STAND VOL. 1ARTIST: DJ EGZERT & DJ DYREKT80 MINS OF HOUSE/VOCAL HOUSE MUSICfor the image grab a bed coming out, all messy, and put the chicago skyline in the backgrounda hot bitch getting dressed would be a plusother than that do what you do max out that artistic freedom","1250649836"
"1756","sent","i'm looking for a vector or some shit of this eagle on this shirt","1360531205"
"1299","sent","DGs design is wack as fuck though lol","1337577672"
"914","sent","i like beamer benz or bently pun","1329202646"
"411","recieved","lmao","1323237719"
"458","sent","and uncheck the box next to it","1323662133"
"1827","recieved","its just some water","1366296073"
"25","sent","http://www.sendspace.com/file/25msh4","1247622158"
"1755","recieved","How","1360531189"
"1298","recieved","merked","1337577651"
"913","recieved","and tell me what you think","1329202017"
"410","sent","i kinda wanna attempt this over winter break","1323237707"
"457","sent","set protocol encryption to forced","1323662128"
"1826","sent","shit all these chicago hypebeats are sharin it too","1366296048"
"24","recieved","idk i dont need fakes i dont use em","1245095875"
"1754","sent","yo can you help me out real quick?","1360531170"
"1297","recieved","yup","1337577649"
"912","recieved","peep this","1329202013"
"409","sent","yeah i know right","1323237695"
"456","sent","go to the ""BitTorrent"" menu","1323662117"
"1825","recieved","masakra","1366296016"
"23","sent","from who? will it be good?","1245095696"
"1753","sent","lol","1360523252"
"1296","sent","damn bitch got owned!","1337577610"
"911","recieved","http://www.mediafire.com/?uxsg2qesx7tcyu3","1329202011"
"408","recieved","OMG","1323237265"
"455","sent","now heres the important part","1323662093"
"1824","recieved","-_-","1366296015"
"22","recieved","$150","1245095103"
"1752","recieved","Holy fuck","1360523241"
"1295","recieved","doing work","1337496924"
"910","sent","thats swag","1328764593"
"407","recieved","o man this is gonna be good","1323236919"
"454","sent","max download, if you dont want it to choke the connection, to like 800","1323662059"
"1823","sent","its hip pic","1366296011"
"21","sent","its gonna be 60 min, and tracklist will be up soonalso artur is lookin for a fakie, can u hook him up? and how much?","1245094828"
"1751","sent","http://www.youtube.com/watch?v=JyX_m1feAr4","1360522775"
"1294","recieved","i know i saw","1337496920"
"909","recieved","5","1328764451"
"406","sent","http://www.youtube.com/watch?v=6VBL6paMRDM","1323236504"
"453","sent","change your max upload to 30","1323662046"
"1750","sent","so i'm hopin for that","1359689432"
"20","sent","shit my badARTIST: After HoursTITLE: Sounds of Dusk Vol. 1","1245094791"
"1822","recieved","if thats the hip pic ima drive down to u of i and slap u","1366296001"
"1293","sent","def man i just got you a couple votes","1337496913"
"405","sent","check this shit out","1323236503"
"908","recieved","hw wrote that in  mins","1328764449"
"1749","sent","yesterday i went to a bar with microsoft recruiters though","1359689426"
"19","recieved","alrite so a cd cover called ""after hours""mixed by two fags?80 mins of fag music.type up the info what u want me to put on there instead of just the name of cd lol","1245091942"
"1821","sent","https://sphotos-b.xx.fbcdn.net/hphotos-prn1/529594_10152769281310253_877513682_n.jpg","1366295981"
"1292","recieved","lets make it happen tonight","1337496850"
"452","sent","click the randomize port box","1323662030"
"907","sent","isaels flow on that promo vid pretty tight tho","1328764420"
"1748","sent","i don't want them, mobile dev is a pain in my dick","1359689357"
"18","sent","wojtek,i made this sickass house cd w/ my niggy artur & we need to get that shit out there dude-*we need a house/vocal house cd cover w/ a bunch of fleur de lis shit on it*we need that logo done but we got a different name: AFTER HOURS(cuz proJLekt was kinda gay)can you get it done by like the end of the week??????????-thanks broski","1245091791"
"1820","sent","lmao","1366295980"
"1291","recieved","3 MOAR til 600!!!!","1337496846"
"451","sent","and go to the connection menu","1323662017"
"906","sent","yeah i know right","1328764381"
"1819","sent","tnx bbi","1366151548"
"17","sent","HAHAHAHAHHAHAAalright do that shit when you got some time im not really in a hurrycheck out this hour long ...:::proJLekt:::... promo right here.... http://www.sendspace.com/file/sofotz","1244504997"
"1747","sent","i've got two interviews for mobile dev jobs","1359689350"
"1290","recieved","haha","1337496486"
"450","sent","preferences","1323662013"
"905","recieved","right","1328764381"
"1818","recieved","hope they lose","1366151533"
"16","recieved","LOL then ID end up paying for you for my designs lmao","1244493645"
